isoform,structural_category
ONT1.1086.45,NNC
ONT1.1086.47,NIC
ONT1.1086.52,NNC
ONT1.1086.5428,NIC
ONT1.1086.5429,FSM
ONT1.1086.5432,NNC
ONT1.1086.5433,NIC
ONT1.1086.5434,FSM
ONT1.1086.5436,NNC
ONT1.1086.5443,NNC
ONT1.1086.5447,NNC
ONT1.1086.5448,NIC
ONT1.1086.5467,ISM
ONT1.1086.55,NIC
ONT1.1086.5517,NNC
ONT1.1086.5613,NIC
ONT1.1086.5842,ISM
ONT1.1086.6238,ISM
ONT1.1086.6240,ISM
ONT1.1086.6278,ISM
ONT1.1086.6284,ISM
ONT1.1086.6289,ISM
ONT1.1086.6304,ISM
ONT1.1086.6397,ISM
ONT1.1086.6523,FSM
ONT1.1086.6525,ISM
ONT1.1086.6535,FSM
ONT1.1086.6542,NNC
ONT1.1086.6545,NIC
ONT1.1086.6554,FSM
ONT1.1086.6558,NNC
ONT1.1086.6562,NNC
ONT1.1086.6567,NIC
ONT1.1086.6569,NIC
ONT1.1086.6581,NNC
ONT1.1086.6601,FSM
ONT1.1086.6756,ISM
ONT1.1086.7560,ISM
ONT1.1086.7747,ISM
ONT1.1086.7815,ISM
ONT1.1086.7850,ISM
ONT1.1086.7953,ISM
ONT1.1086.8024,ISM
ONT1.1086.8029,ISM
ONT1.1086.8645,NNC
ONT1.1086.8646,FSM
ONT1.1086.8648,ISM
ONT1.1086.8651,NNC
ONT1.1086.8652,NNC
ONT1.1086.8654,ISM
ONT1.1086.8658,NNC
ONT1.1086.8663,ISM
ONT1.1086.8685,NNC
ONT1.1086.8690,NNC
ONT1.1086.8705,ISM
ONT1.1086.8763,NIC
ONT1.1086.8838,ISM
ONT1.1086.8842,FSM
ONT1.1086.8877,FSM
ONT1.1086.8909,FSM
ONT1.1086.9095,ISM
ONT1.1086.9140,ISM
ONT1.1086.9157,ISM
ONT1.1086.9161,ISM
ONT1.1086.9285,FSM
ONT1.1086.9286,NNC
ONT1.1086.9321,NNC
ONT1.1086.9322,NNC
ONT1.1086.9324,FSM
ONT1.1086.9326,NNC
ONT1.1086.9327,FSM
ONT1.1086.9328,FSM
ONT1.1086.9333,NNC
ONT1.1086.9334,NNC
ONT1.1086.9620,ISM
ONT1.1086.9660,ISM
ONT1.1086.9684,NNC
ONT1.1086.9687,ISM
ONT1.1086.9731,ISM
ONT1.1086.9785,ISM
ONT1.1086.9792,ISM
ONT1.1086.9811,ISM
ONT1.1086.9812,NNC
ONT1.1086.9821,NNC
ONT1.1086.9823,ISM
ONT1.1086.9858,FSM
ONT1.1086.9860,FSM
ONT1.1086.9862,NIC
ONT1.1086.9863,NIC
ONT1.1086.9865,NIC
ONT1.1086.9867,NNC
ONT1.1086.9884,NNC
ONT1.1086.9886,NIC
ONT1.1086.99,NNC
ONT1.1086.9909,ISM
ONT1.1086.9916,ISM
ONT1.1086.9922,ISM
ONT1.1086.9926,ISM
ONT1.1086.9929,ISM
ONT1.1086.9931,ISM
ONT1.1086.9932,ISM
ONT1.1086.9935,ISM
ONT1.1086.9941,ISM
ONT1.1086.9945,ISM
ONT1.1086.9954,ISM
ONT1.1087.1633,ISM
ONT1.1087.1634,ISM
ONT1.1087.1755,ISM
ONT1.1087.1757,ISM
ONT1.1087.232,ISM
ONT1.1087.235,ISM
ONT1.1087.239,ISM
ONT1.1087.243,ISM
ONT1.1087.250,NNC
ONT1.1087.252,ISM
ONT1.1087.265,ISM
ONT1.1087.275,ISM
ONT1.1087.301,ISM
ONT1.1087.327,NNC
ONT1.1087.3457,ISM
ONT1.1087.3482,ISM
ONT1.1087.3483,ISM
ONT1.1087.4569,ISM
ONT1.1087.4575,ISM
ONT1.1087.634,NNC
ONT1.1159.1006,FSM
ONT1.1159.1020,FSM
ONT1.1159.1021,FSM
ONT1.1159.1026,FSM
ONT1.1159.1027,FSM
ONT1.1159.1031,NNC
ONT1.1159.1035,NNC
ONT1.1159.1036,NNC
ONT1.1159.1038,NNC
ONT1.1159.1039,NNC
ONT1.1159.1049,NIC
ONT1.1159.1067,NNC
ONT1.1159.1070,NNC
ONT1.1159.1147,FSM
ONT1.1159.1163,FSM
ONT1.1159.1165,FSM
ONT1.1159.12850,FSM
ONT1.1159.12851,ISM
ONT1.1159.12855,ISM
ONT1.1159.12859,ISM
ONT1.1159.12861,ISM
ONT1.1159.12869,NIC
ONT1.1159.12871,ISM
ONT1.1159.12872,ISM
ONT1.1159.12873,NNC
ONT1.1159.12874,ISM
ONT1.1159.12891,ISM
ONT1.1159.12896,ISM
ONT1.1159.12897,ISM
ONT1.1159.12899,ISM
ONT1.1159.12901,ISM
ONT1.1159.12909,ISM
ONT1.1159.13543,FSM
ONT1.1159.13548,ISM
ONT1.1159.13554,ISM
ONT1.1159.13555,NIC
ONT1.1159.16430,FSM
ONT1.1159.16697,NNC
ONT1.1159.16700,FSM
ONT1.1159.16706,NNC
ONT1.1159.16715,NNC
ONT1.1159.16718,NNC
ONT1.1159.16722,NNC
ONT1.1159.16735,NNC
ONT1.1159.16738,NNC
ONT1.1159.16739,NNC
ONT1.1159.16770,NNC
ONT1.1159.16774,NNC
ONT1.1159.16787,NNC
ONT1.1159.1718,ISM
ONT1.1159.1724,ISM
ONT1.1159.1733,NNC
ONT1.1159.1735,ISM
ONT1.1159.1736,ISM
ONT1.1159.1737,ISM
ONT1.1159.1738,NNC
ONT1.1159.1739,NNC
ONT1.1159.1740,ISM
ONT1.1159.1741,ISM
ONT1.1159.1742,NNC
ONT1.1159.1744,ISM
ONT1.1159.1745,ISM
ONT1.1159.1749,ISM
ONT1.1159.1750,NNC
ONT1.1159.1753,ISM
ONT1.1159.1755,FSM
ONT1.1159.1756,ISM
ONT1.1159.17818,FSM
ONT1.1159.17820,NNC
ONT1.1159.17822,ISM
ONT1.1159.17823,FSM
ONT1.1159.17824,NNC
ONT1.1159.17825,NNC
ONT1.1159.17831,NNC
ONT1.1159.17837,ISM
ONT1.1159.17845,ISM
ONT1.1159.1800,NNC
ONT1.1159.1803,ISM
ONT1.1159.18638,FSM
ONT1.1159.18648,NNC
ONT1.1159.18658,NNC
ONT1.1159.18666,NNC
ONT1.1159.18683,NNC
ONT1.1159.18699,FSM
ONT1.1159.18709,NIC
ONT1.1159.18724,NNC
ONT1.1159.18738,NNC
ONT1.1159.18743,NNC
ONT1.1159.18746,NNC
ONT1.1159.18814,NNC
ONT1.1159.18862,NNC
ONT1.1159.19193,FSM
ONT1.1159.19200,FSM
ONT1.1159.19212,FSM
ONT1.1159.19215,FSM
ONT1.1159.19217,FSM
ONT1.1159.19231,FSM
ONT1.1159.19237,FSM
ONT1.1159.19474,ISM
ONT1.1159.19503,ISM
ONT1.1159.19676,NNC
ONT1.1159.19686,ISM
ONT1.1159.19693,ISM
ONT1.1159.19835,ISM
ONT1.1159.19838,NNC
ONT1.1159.19839,NNC
ONT1.1159.19950,NNC
ONT1.1159.19953,NNC
ONT1.1159.19959,NNC
ONT1.1159.19964,NNC
ONT1.1159.20074,NNC
ONT1.1159.20138,NNC
ONT1.1159.20154,NNC
ONT1.1159.20191,ISM
ONT1.1159.20219,ISM
ONT1.1159.20220,ISM
ONT1.1159.20222,NNC
ONT1.1159.20234,ISM
ONT1.1159.2416,FSM
ONT1.1159.2448,FSM
ONT1.1159.2449,ISM
ONT1.1159.2450,FSM
ONT1.1159.2451,ISM
ONT1.1159.2452,FSM
ONT1.1159.2455,NIC
ONT1.1159.2462,ISM
ONT1.1159.2486,NNC
ONT1.1159.2505,NNC
ONT1.1159.2506,NNC
ONT1.1159.2528,FSM
ONT1.1159.2529,FSM
ONT1.1159.25325,FSM
ONT1.1159.25327,FSM
ONT1.1159.25328,NIC
ONT1.1159.25329,ISM
ONT1.1159.25330,FSM
ONT1.1159.25332,ISM
ONT1.1159.25333,NNC
ONT1.1159.25339,FSM
ONT1.1159.25340,FSM
ONT1.1159.25346,FSM
ONT1.1159.25348,NNC
ONT1.1159.25350,FSM
ONT1.1159.25354,ISM
ONT1.1159.25365,NIC
ONT1.1159.2539,FSM
ONT1.1159.2572,FSM
ONT1.1159.25803,FSM
ONT1.1159.25807,FSM
ONT1.1159.25811,FSM
ONT1.1159.25817,NIC
ONT1.1159.25823,ISM
ONT1.1159.25836,FSM
ONT1.1159.2692,FSM
ONT1.1159.2696,NNC
ONT1.1159.28336,FSM
ONT1.1159.28337,FSM
ONT1.1159.28338,NIC
ONT1.1159.28340,NIC
ONT1.1159.28346,NNC
ONT1.1159.28347,ISM
ONT1.1159.28349,ISM
ONT1.1159.28350,FSM
ONT1.1159.28354,ISM
ONT1.1159.28412,ISM
ONT1.1159.28414,FSM
ONT1.1159.28417,FSM
ONT1.1159.28418,ISM
ONT1.1159.28419,NIC
ONT1.1159.28422,ISM
ONT1.1159.28429,ISM
ONT1.1159.28433,ISM
ONT1.1159.28437,NNC
ONT1.1159.28444,NIC
ONT1.1159.28445,ISM
ONT1.1159.28446,FSM
ONT1.1159.28450,NIC
ONT1.1159.28452,ISM
ONT1.1159.28470,ISM
ONT1.1159.28494,ISM
ONT1.1159.28721,FSM
ONT1.1159.28756,ISM
ONT1.1159.28791,ISM
ONT1.1159.28946,ISM
ONT1.1159.2901,ISM
ONT1.1159.2902,NIC
ONT1.1159.2905,ISM
ONT1.1159.2906,FSM
ONT1.1159.2908,ISM
ONT1.1159.2916,ISM
ONT1.1159.2924,ISM
ONT1.1159.29273,FSM
ONT1.1159.29290,FSM
ONT1.1159.29299,FSM
ONT1.1159.29302,NNC
ONT1.1159.29307,NIC
ONT1.1159.29309,NNC
ONT1.1159.2931,NIC
ONT1.1159.29324,FSM
ONT1.1159.29334,ISM
ONT1.1159.29370,FSM
ONT1.1159.29397,FSM
ONT1.1159.29399,NNC
ONT1.1159.29401,NNC
ONT1.1159.29405,NNC
ONT1.1159.29406,NNC
ONT1.1159.29419,NNC
ONT1.1159.29427,NNC
ONT1.1159.29428,FSM
ONT1.1159.29459,NNC
ONT1.1159.29462,NNC
ONT1.1159.29522,FSM
ONT1.1159.29856,FSM
ONT1.1159.29938,FSM
ONT1.1159.29939,ISM
ONT1.1159.29941,FSM
ONT1.1159.29947,FSM
ONT1.1159.29948,NNC
ONT1.1159.29951,FSM
ONT1.1159.29954,ISM
ONT1.1159.29955,ISM
ONT1.1159.29956,ISM
ONT1.1159.29959,ISM
ONT1.1159.29961,NIC
ONT1.1159.29973,ISM
ONT1.1159.29985,NNC
ONT1.1159.29989,FSM
ONT1.1159.29997,ISM
ONT1.1159.30259,ISM
ONT1.1159.30279,NNC
ONT1.1159.30389,NIC
ONT1.1159.30390,FSM
ONT1.1159.30606,FSM
ONT1.1159.30610,FSM
ONT1.1159.30613,ISM
ONT1.1159.30695,FSM
ONT1.1159.30696,FSM
ONT1.1159.30697,FSM
ONT1.1159.30699,FSM
ONT1.1159.30700,ISM
ONT1.1159.30701,ISM
ONT1.1159.30705,ISM
ONT1.1159.30708,NNC
ONT1.1159.30710,ISM
ONT1.1159.30713,NIC
ONT1.1159.30715,NNC
ONT1.1159.30716,FSM
ONT1.1159.30721,NIC
ONT1.1159.30724,FSM
ONT1.1159.30725,NNC
ONT1.1159.30729,NIC
ONT1.1159.30755,FSM
ONT1.1159.31396,ISM
ONT1.1159.31402,ISM
ONT1.1159.31405,NNC
ONT1.1159.31406,FSM
ONT1.1159.31410,ISM
ONT1.1159.31411,NNC
ONT1.1159.31412,ISM
ONT1.1159.31413,ISM
ONT1.1159.31428,ISM
ONT1.1159.31435,ISM
ONT1.1159.31440,ISM
ONT1.1159.31442,ISM
ONT1.1159.31443,FSM
ONT1.1159.31450,NNC
ONT1.1159.31465,ISM
ONT1.1159.31482,NNC
ONT1.1159.31500,ISM
ONT1.1159.31531,ISM
ONT1.1159.31543,ISM
ONT1.1159.31623,FSM
ONT1.1159.3304,ISM
ONT1.1159.3410,NNC
ONT1.1159.3419,FSM
ONT1.1159.3423,NNC
ONT1.1159.3481,FSM
ONT1.1159.3510,FSM
ONT1.1159.3525,FSM
ONT1.1159.3555,FSM
ONT1.1159.3578,ISM
ONT1.1159.397,NNC
ONT1.1159.5173,FSM
ONT1.1159.5174,FSM
ONT1.1159.5178,FSM
ONT1.1159.5179,NNC
ONT1.1159.5180,FSM
ONT1.1159.5183,FSM
ONT1.1159.5187,FSM
ONT1.1159.5194,NIC
ONT1.1159.5200,NIC
ONT1.1159.5202,FSM
ONT1.1159.5210,NIC
ONT1.1159.5227,FSM
ONT1.1159.5235,FSM
ONT1.1159.5240,FSM
ONT1.1159.5273,FSM
ONT1.1159.5313,NIC
ONT1.1159.6733,NNC
ONT1.1159.6736,ISM
ONT1.1159.6737,ISM
ONT1.1159.6741,ISM
ONT1.1159.6743,FSM
ONT1.1159.6752,NNC
ONT1.1159.6759,NNC
ONT1.1159.7809,ISM
ONT1.1159.7810,FSM
ONT1.1159.7816,ISM
ONT1.1159.7817,ISM
ONT1.1159.7818,ISM
ONT1.1159.7819,NNC
ONT1.1159.7820,NNC
ONT1.1159.7828,ISM
ONT1.1159.7829,ISM
ONT1.1159.7832,ISM
ONT1.1159.7849,ISM
ONT1.1159.7875,NNC
ONT1.1159.867,NIC
ONT1.1159.9247,ISM
ONT1.1159.9302,ISM
ONT1.1159.9379,ISM
ONT1.1159.9380,ISM
ONT1.1159.9381,ISM
ONT1.1159.9383,ISM
ONT1.1159.9390,ISM
ONT1.1159.9400,NNC
ONT1.1159.946,FSM
ONT1.1159.953,FSM
ONT1.1189.105,ISM
ONT1.1189.117,ISM
ONT1.1189.132,ISM
ONT1.1189.199,NNC
ONT1.1189.214,NNC
ONT1.1189.415,ISM
ONT1.1189.420,ISM
ONT1.1189.421,NNC
ONT1.1189.431,ISM
ONT1.1189.436,ISM
ONT1.1189.437,ISM
ONT1.1189.441,ISM
ONT1.1189.445,ISM
ONT1.1189.451,ISM
ONT1.1189.462,ISM
ONT1.1189.49,ISM
ONT1.1189.55,ISM
ONT1.1189.77,NNC
ONT1.1189.973,FSM
ONT1.1190.10197,FSM
ONT1.1190.10211,FSM
ONT1.1190.10225,FSM
ONT1.1190.10279,ISM
ONT1.1190.10374,ISM
ONT1.1190.10388,ISM
ONT1.1190.10408,ISM
ONT1.1190.10424,ISM
ONT1.1190.10434,ISM
ONT1.1190.10455,ISM
ONT1.1190.10479,ISM
ONT1.1190.10493,ISM
ONT1.1190.10507,ISM
ONT1.1190.10535,ISM
ONT1.1190.10583,ISM
ONT1.1190.10593,ISM
ONT1.1190.10614,ISM
ONT1.1190.10652,ISM
ONT1.1190.10677,ISM
ONT1.1190.10732,ISM
ONT1.1190.11471,FSM
ONT1.1190.11477,FSM
ONT1.1190.11486,NIC
ONT1.1190.11490,FSM
ONT1.1190.11492,NNC
ONT1.1190.11501,ISM
ONT1.1190.11503,ISM
ONT1.1190.13415,NNC
ONT1.1190.13418,ISM
ONT1.1190.13422,ISM
ONT1.1190.13433,ISM
ONT1.1190.13434,ISM
ONT1.1190.13436,NNC
ONT1.1190.13440,NNC
ONT1.1190.13463,ISM
ONT1.1190.13596,ISM
ONT1.1190.13605,NNC
ONT1.1190.13606,ISM
ONT1.1190.13631,NNC
ONT1.1190.13648,ISM
ONT1.1190.14428,ISM
ONT1.1190.14614,NNC
ONT1.1190.14879,NNC
ONT1.1190.14881,NNC
ONT1.1190.14908,NNC
ONT1.1190.14909,NNC
ONT1.1190.15092,NNC
ONT1.1190.15403,ISM
ONT1.1190.15404,ISM
ONT1.1190.15405,NNC
ONT1.1190.15409,FSM
ONT1.1190.15410,FSM
ONT1.1190.15413,FSM
ONT1.1190.15422,FSM
ONT1.1190.15425,FSM
ONT1.1190.15427,FSM
ONT1.1190.15430,FSM
ONT1.1190.15529,NNC
ONT1.1190.15573,ISM
ONT1.1190.15711,ISM
ONT1.1190.15923,ISM
ONT1.1190.15935,ISM
ONT1.1190.15936,ISM
ONT1.1190.15940,ISM
ONT1.1190.15941,ISM
ONT1.1190.16020,ISM
ONT1.1190.16687,NNC
ONT1.1190.16707,NIC
ONT1.1190.16740,FSM
ONT1.1190.16743,NNC
ONT1.1190.16744,ISM
ONT1.1190.16746,ISM
ONT1.1190.16753,NIC
ONT1.1190.16782,ISM
ONT1.1190.16783,ISM
ONT1.1190.16842,ISM
ONT1.1190.16919,FSM
ONT1.1190.16920,ISM
ONT1.1190.16921,ISM
ONT1.1190.16940,NIC
ONT1.1190.16954,ISM
ONT1.1190.16988,NNC
ONT1.1190.17011,NNC
ONT1.1190.17545,ISM
ONT1.1190.1834,FSM
ONT1.1190.1840,ISM
ONT1.1190.1846,ISM
ONT1.1190.1850,NNC
ONT1.1190.18565,ISM
ONT1.1190.1866,ISM
ONT1.1190.1867,NNC
ONT1.1190.1871,NNC
ONT1.1190.1886,NIC
ONT1.1190.1910,ISM
ONT1.1190.1913,FSM
ONT1.1190.1939,ISM
ONT1.1190.19427,ISM
ONT1.1190.19495,NNC
ONT1.1190.1961,NNC
ONT1.1190.1973,ISM
ONT1.1190.2044,NNC
ONT1.1190.20545,FSM
ONT1.1190.20549,NIC
ONT1.1190.20553,NIC
ONT1.1190.20556,NIC
ONT1.1190.20561,NNC
ONT1.1190.20574,ISM
ONT1.1190.20669,NNC
ONT1.1190.20683,NNC
ONT1.1190.20693,NNC
ONT1.1190.207,FSM
ONT1.1190.20707,NNC
ONT1.1190.20721,ISM
ONT1.1190.20724,ISM
ONT1.1190.20725,NIC
ONT1.1190.20738,ISM
ONT1.1190.208,FSM
ONT1.1190.20815,ISM
ONT1.1190.20832,ISM
ONT1.1190.20841,ISM
ONT1.1190.20847,ISM
ONT1.1190.20851,ISM
ONT1.1190.20860,ISM
ONT1.1190.20891,NIC
ONT1.1190.20892,FSM
ONT1.1190.20897,NNC
ONT1.1190.20899,NIC
ONT1.1190.209,NNC
ONT1.1190.20901,NNC
ONT1.1190.20904,NNC
ONT1.1190.20907,NNC
ONT1.1190.2093,ISM
ONT1.1190.210,FSM
ONT1.1190.21032,FSM
ONT1.1190.21036,FSM
ONT1.1190.211,FSM
ONT1.1190.21111,ISM
ONT1.1190.21114,ISM
ONT1.1190.21124,ISM
ONT1.1190.21127,ISM
ONT1.1190.21133,ISM
ONT1.1190.21135,ISM
ONT1.1190.21138,ISM
ONT1.1190.21142,ISM
ONT1.1190.21145,ISM
ONT1.1190.21151,ISM
ONT1.1190.21154,ISM
ONT1.1190.216,FSM
ONT1.1190.21736,ISM
ONT1.1190.21746,ISM
ONT1.1190.21779,ISM
ONT1.1190.21792,ISM
ONT1.1190.21810,ISM
ONT1.1190.21819,ISM
ONT1.1190.21837,ISM
ONT1.1190.21868,ISM
ONT1.1190.21877,ISM
ONT1.1190.21889,ISM
ONT1.1190.21910,ISM
ONT1.1190.21942,NIC
ONT1.1190.21973,ISM
ONT1.1190.21978,ISM
ONT1.1190.22023,ISM
ONT1.1190.22033,ISM
ONT1.1190.22047,FSM
ONT1.1190.22056,FSM
ONT1.1190.22061,ISM
ONT1.1190.22085,ISM
ONT1.1190.22482,NNC
ONT1.1190.22483,NNC
ONT1.1190.22484,NNC
ONT1.1190.22485,NNC
ONT1.1190.22486,NNC
ONT1.1190.22487,NNC
ONT1.1190.22491,NNC
ONT1.1190.22492,NNC
ONT1.1190.22495,ISM
ONT1.1190.22501,ISM
ONT1.1190.22504,NNC
ONT1.1190.22512,NNC
ONT1.1190.22522,NNC
ONT1.1190.22553,ISM
ONT1.1190.22620,NNC
ONT1.1190.24060,NNC
ONT1.1190.24651,NNC
ONT1.1190.24683,NNC
ONT1.1190.25029,ISM
ONT1.1190.25542,ISM
ONT1.1190.25777,NIC
ONT1.1190.25786,NNC
ONT1.1190.25792,NIC
ONT1.1190.25793,ISM
ONT1.1190.25796,ISM
ONT1.1190.25800,NIC
ONT1.1190.25826,NIC
ONT1.1190.25830,FSM
ONT1.1190.25840,NIC
ONT1.1190.25923,ISM
ONT1.1190.25936,ISM
ONT1.1190.25947,ISM
ONT1.1190.25956,ISM
ONT1.1190.25979,NNC
ONT1.1190.25991,NNC
ONT1.1190.25992,NNC
ONT1.1190.25993,NNC
ONT1.1190.26031,NNC
ONT1.1190.26035,Genic_Genomic
ONT1.1190.26043,NNC
ONT1.1190.2626,ISM
ONT1.1190.265,FSM
ONT1.1190.267,FSM
ONT1.1190.269,FSM
ONT1.1190.270,FSM
ONT1.1190.271,FSM
ONT1.1190.272,FSM
ONT1.1190.278,FSM
ONT1.1190.309,FSM
ONT1.1190.310,FSM
ONT1.1190.311,FSM
ONT1.1190.3133,ISM
ONT1.1190.3134,ISM
ONT1.1190.3137,ISM
ONT1.1190.3142,ISM
ONT1.1190.4374,NIC
ONT1.1190.4378,ISM
ONT1.1190.6190,ISM
ONT1.1190.6475,NNC
ONT1.1190.6749,NNC
ONT1.1190.7104,ISM
ONT1.1190.7253,ISM
ONT1.1190.7292,ISM
ONT1.1190.7361,ISM
ONT1.1190.7362,ISM
ONT1.1190.7363,ISM
ONT1.1190.7463,ISM
ONT1.1190.7477,ISM
ONT1.1190.7508,ISM
ONT1.1190.7509,ISM
ONT1.1190.7543,ISM
ONT1.1190.7618,ISM
ONT1.1190.7619,ISM
ONT1.1190.7627,ISM
ONT1.1190.7628,ISM
ONT1.1190.9348,FSM
ONT1.1190.9372,FSM
ONT1.1190.9373,FSM
ONT1.1190.9379,NNC
ONT1.1190.9380,FSM
ONT1.1190.9381,NNC
ONT1.1196.10492,FSM
ONT1.1196.10754,ISM
ONT1.1196.10756,FSM
ONT1.1196.10758,ISM
ONT1.1196.10760,NIC
ONT1.1196.10763,NNC
ONT1.1196.10766,ISM
ONT1.1196.10768,ISM
ONT1.1196.10769,NIC
ONT1.1196.10773,ISM
ONT1.1196.10778,NIC
ONT1.1196.10786,ISM
ONT1.1196.10790,ISM
ONT1.1196.10792,ISM
ONT1.1196.11359,ISM
ONT1.1196.11360,ISM
ONT1.1196.11361,ISM
ONT1.1196.11814,FSM
ONT1.1196.11815,ISM
ONT1.1196.11816,FSM
ONT1.1196.11817,FSM
ONT1.1196.11819,FSM
ONT1.1196.11821,NNC
ONT1.1196.11824,ISM
ONT1.1196.11825,ISM
ONT1.1196.11826,ISM
ONT1.1196.11828,ISM
ONT1.1196.11830,ISM
ONT1.1196.11831,NIC
ONT1.1196.11833,NIC
ONT1.1196.11835,FSM
ONT1.1196.11836,NIC
ONT1.1196.11838,NIC
ONT1.1196.11840,NNC
ONT1.1196.11841,NNC
ONT1.1196.11848,FSM
ONT1.1196.11850,NNC
ONT1.1196.12199,FSM
ONT1.1196.12200,FSM
ONT1.1196.12202,FSM
ONT1.1196.12203,FSM
ONT1.1196.12205,FSM
ONT1.1196.12207,FSM
ONT1.1196.12208,FSM
ONT1.1196.12210,FSM
ONT1.1196.12222,FSM
ONT1.1196.12226,FSM
ONT1.1196.12241,FSM
ONT1.1196.1507,FSM
ONT1.1196.1509,NNC
ONT1.1196.1510,FSM
ONT1.1196.1513,FSM
ONT1.1196.1529,FSM
ONT1.1196.2156,FSM
ONT1.1196.2157,FSM
ONT1.1196.2158,FSM
ONT1.1196.2160,ISM
ONT1.1196.2161,NNC
ONT1.1196.2168,FSM
ONT1.1196.2169,ISM
ONT1.1196.2174,FSM
ONT1.1196.2176,NNC
ONT1.1196.2177,ISM
ONT1.1196.2185,FSM
ONT1.1196.2187,ISM
ONT1.1196.2191,NNC
ONT1.1196.2192,NNC
ONT1.1196.2197,NIC
ONT1.1196.2208,NNC
ONT1.1196.2253,ISM
ONT1.1196.4604,ISM
ONT1.1196.4646,ISM
ONT1.1080.8491,ISM
ONT1.1080.8493,ISM
ONT1.1080.8494,NNC
ONT1.1080.8496,ISM
ONT1.1080.8500,FSM
ONT1.1080.8501,ISM
ONT1.1080.8502,NNC
ONT1.1080.8503,ISM
ONT1.1080.8504,NIC
ONT1.1196.5123,NIC
ONT1.1196.5128,FSM
ONT1.1196.5168,FSM
ONT1.1196.5169,FSM
ONT1.1196.5175,FSM
ONT1.1196.5182,FSM
ONT1.1196.5184,FSM
ONT1.1196.5202,FSM
ONT1.1196.5205,FSM
ONT1.1196.5211,FSM
ONT1.1196.5226,ISM
ONT1.1196.5264,FSM
ONT1.1196.5352,FSM
ONT1.1196.5354,FSM
ONT1.1196.5357,NNC
ONT1.1196.5363,ISM
ONT1.1196.5371,ISM
ONT1.1196.5372,ISM
ONT1.1196.5375,ISM
ONT1.1196.5377,ISM
ONT1.1196.5378,FSM
ONT1.1196.5379,FSM
ONT1.1196.5386,ISM
ONT1.1196.5387,ISM
ONT1.1196.5390,ISM
ONT1.1196.5394,ISM
ONT1.1196.5404,FSM
ONT1.1196.5405,ISM
ONT1.1196.5409,FSM
ONT1.1196.5414,ISM
ONT1.1196.5423,FSM
ONT1.1196.5953,ISM
ONT1.1196.6250,FSM
ONT1.1196.6379,NIC
ONT1.1196.6380,FSM
ONT1.1196.6381,ISM
ONT1.1196.6382,NIC
ONT1.1196.6385,NIC
ONT1.1196.6387,NIC
ONT1.1196.6391,NNC
ONT1.1196.6392,NIC
ONT1.1196.6395,NNC
ONT1.1196.6397,NIC
ONT1.1196.6398,NIC
ONT1.1196.6401,ISM
ONT1.1196.6404,ISM
ONT1.1196.6406,NIC
ONT1.1196.6409,NNC
ONT1.1196.6410,NNC
ONT1.1196.6453,NIC
ONT1.1196.6491,NIC
ONT1.1196.6520,NNC
ONT1.1196.6710,FSM
ONT1.1196.7076,ISM
ONT1.1196.7082,ISM
ONT1.1196.7086,ISM
ONT1.1196.7087,ISM
ONT1.1196.7088,NIC
ONT1.1196.7097,ISM
ONT1.1196.7107,NNC
ONT1.1196.7110,ISM
ONT1.1196.7115,ISM
ONT1.1196.7124,ISM
ONT1.1196.7129,ISM
ONT1.1196.7150,ISM
ONT1.1196.7510,NNC
ONT1.1196.7594,FSM
ONT1.1196.7608,FSM
ONT1.1196.7619,FSM
ONT1.1196.7623,NIC
ONT1.1196.7661,FSM
ONT1.1196.7670,FSM
ONT1.1196.7679,ISM
ONT1.1196.7976,ISM
ONT1.1196.7977,ISM
ONT1.1196.7979,ISM
ONT1.1196.7980,FSM
ONT1.1196.7982,NNC
ONT1.1196.7985,NNC
ONT1.1196.7986,NNC
ONT1.1196.7992,ISM
ONT1.1196.8036,FSM
ONT1.1196.8038,ISM
ONT1.1196.8039,FSM
ONT1.1196.8040,ISM
ONT1.1196.8041,FSM
ONT1.1196.8042,ISM
ONT1.1196.8043,ISM
ONT1.1196.8046,NNC
ONT1.1196.8095,FSM
ONT1.1196.8104,NNC
ONT1.1196.8118,NNC
ONT1.1196.8203,NNC
ONT1.1196.8208,ISM
ONT1.1196.8209,ISM
ONT1.1196.8247,NNC
ONT1.1196.8257,NNC
ONT1.1196.8345,NNC
ONT1.1196.8346,NNC
ONT1.1196.8352,ISM
ONT1.1196.8360,ISM
ONT1.1196.8369,FSM
ONT1.1196.8561,ISM
ONT1.1196.8565,ISM
ONT1.1196.8687,ISM
ONT1.1196.8693,ISM
ONT1.1196.8696,ISM
ONT1.1196.8704,FSM
ONT1.1196.8705,ISM
ONT1.1196.8707,ISM
ONT1.1196.8710,ISM
ONT1.1196.8713,FSM
ONT1.1196.8723,NNC
ONT1.1196.8729,ISM
ONT1.1196.8731,ISM
ONT1.1196.8733,NNC
ONT1.1196.8736,NNC
ONT1.1196.8742,ISM
ONT1.1196.8747,NNC
ONT1.1196.8764,ISM
ONT1.1196.8766,ISM
ONT1.1196.8768,ISM
ONT1.1196.8843,ISM
ONT1.1196.9000,FSM
ONT1.1196.9008,NNC
ONT1.1196.9013,ISM
ONT1.1196.9806,ISM
ONT1.1196.9863,FSM
ONT1.1196.9866,NIC
ONT1.1196.9885,ISM
ONT1.1197.1281,FSM
ONT1.1197.1282,FSM
ONT1.1197.1286,ISM
ONT1.1197.1289,NIC
